title,address,access,age,floor,rent,administration,deposit,gratuity,madori,menseki
ルーブル文京音羽,東京都文京区音羽１, 東京メトロ有楽町線/江戸川橋駅 歩3分 東京メトロ有楽町線/護国寺駅 歩7分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築24年 12階建 ,             5階,7.5万円,7000円,-,7.5万円,1K,20.67m2
フォンテーヌやはぎIII,東京都文京区大塚６, 東京メトロ有楽町線/東池袋駅 歩5分 東京メトロ丸ノ内線/新大塚駅 歩10分 ＪＲ山手線/大塚駅 歩15分 , 築29年 3階建 ,             2階,6.8万円,3000円,6.8万円,6.8万円,ワンルーム,14.38m2
フォンテーヌやはぎIII,東京都文京区大塚６, 東京メトロ有楽町線/東池袋駅 歩5分 東京メトロ丸ノ内線/新大塚駅 歩10分 ＪＲ山手線/大塚駅 歩15分 , 築29年 3階建 ,             2階,6.8万円,3000円,6.8万円,6.8万円,ワンルーム,19.91m2
フォンテーヌやはぎIII,東京都文京区大塚６, 東京メトロ有楽町線/東池袋駅 歩5分 東京メトロ丸ノ内線/新大塚駅 歩10分 ＪＲ山手線/大塚駅 歩15分 , 築29年 3階建 ,             2階,7万円,3000円,7万円,7万円,ワンルーム,19.91m2
ＪＲ山手線 田端駅 11階建 築17年,東京都文京区千駄木４, ＪＲ山手線/田端駅 歩10分 東京メトロ千代田線/千駄木駅 歩12分 東京メトロ南北線/本駒込駅 歩12分 , 築17年 11階建 ,             10階,7万円,13000円,-,7万円,1K,20.56m2
ムーンヒルズ弐番館,東京都文京区本駒込５, ＪＲ山手線/駒込駅 歩10分 ＪＲ山手線/田端駅 歩15分 東京メトロ南北線/本駒込駅 歩15分 , 築20年 7階建 ,             5階,8.9万円,-,8.9万円,8.9万円,1K,22.65m2
シティハイツ新大塚,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩6分 ＪＲ山手線/大塚駅 歩9分 東京メトロ有楽町線/東池袋駅 歩9分 , 築34年 9階建 ,             4階,5.6万円,4000円,5.6万円,5.6万円,ワンルーム,16.92m2
シティハイツ新大塚,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩6分 ＪＲ山手線/大塚駅 歩9分 東京メトロ有楽町線/東池袋駅 歩9分 , 築34年 9階建 ,             6階,6.5万円,3000円,6.5万円,6.5万円,ワンルーム,16.92m2
シティハイツ新大塚,東京都文京区大塚６, 東京メトロ丸ノ内線/新大塚駅 歩6分 ＪＲ山手線/大塚駅 歩9分 東京メトロ有楽町線/東池袋駅 歩9分 , 築34年 9階建 ,             7階,7万円,6000円,7万円,7万円,ワンルーム,18.05m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             1階,7.8万円,-,7.8万円,7.8万円,1K,20m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             1階,8万円,-,8万円,8万円,1K,22m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             3階,8.1万円,-,8.1万円,8.1万円,1K,20.1m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             3階,8.2万円,-,8.2万円,8.2万円,1K,23.17m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             3階,8.2万円,-,8.2万円,8.2万円,1K,22m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             1階,8.3万円,-,8.3万円,8.3万円,1K,23.17m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             2階,8.3万円,-,8.3万円,8.3万円,1K,22.86m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             3階,8.3万円,-,8.3万円,8.3万円,1K,22m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             3階,8.4万円,-,8.4万円,8.4万円,1K,22.86m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             2階,8.5万円,-,8.5万円,8.5万円,1K,22.86m2
ベルトゥリーハイツ,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩15分 都営三田線/千石駅 歩10分 , 築32年 3階建 ,             2階,8.6万円,-,8.6万円,8.6万円,1K,22.86m2
東京メトロ南北線 後楽園駅 5階建 築24年,東京都文京区小石川２, 東京メトロ南北線/後楽園駅 歩2分 都営三田線/春日駅 歩3分 都営三田線/水道橋駅 歩11分 , 築24年 5階建 ,             2階,8.5万円,5000円,8.5万円,8.5万円,1K,20.6m2
東京メトロ南北線 後楽園駅 5階建 築24年,東京都文京区小石川２, 東京メトロ南北線/後楽園駅 歩2分 都営三田線/春日駅 歩3分 都営三田線/水道橋駅 歩11分 , 築24年 5階建 ,             3階,8.5万円,5000円,8.5万円,8.5万円,1K,22.33m2
東京メトロ南北線 後楽園駅 5階建 築24年,東京都文京区小石川２, 東京メトロ南北線/後楽園駅 歩2分 都営三田線/春日駅 歩3分 都営三田線/水道橋駅 歩11分 , 築24年 5階建 ,             2階,8.5万円,5000円,8.5万円,8.5万円,1K,22.33m2
コアロード春日,東京都文京区本郷４, 都営三田線/春日駅 歩1分 東京メトロ丸ノ内線/後楽園駅 歩5分 ＪＲ中央線/水道橋駅 歩11分 , 築22年 4階建 ,             2階,9.8万円,6000円,4.9万円,-,1K,25.09m2
東京メトロ南北線 東大前駅 12階建 築22年,東京都文京区向丘１, 東京メトロ南北線/東大前駅 歩1分 東京メトロ千代田線/根津駅 歩12分 都営三田線/春日駅 歩13分 , 築22年 12階建 ,             5階,13.2万円,8000円,13.2万円,-,1DK,37.64m2
東京メトロ南北線 東大前駅 12階建 築22年,東京都文京区向丘１, 東京メトロ南北線/東大前駅 歩1分 東京メトロ千代田線/根津駅 歩12分 都営三田線/春日駅 歩13分 , 築22年 12階建 ,             9階,13.5万円,8000円,13.5万円,-,1DK,37.64m2
ＪＲ中央線 御茶ノ水駅 7階建 築44年,東京都文京区湯島２, ＪＲ中央線/御茶ノ水駅 歩5分 ＪＲ山手線/秋葉原駅 歩12分 東京メトロ半蔵門線/神保町駅 歩20分 , 築44年 7階建 ,             3階,9万円,5000円,9万円,9万円,1K,30m2
ＪＲ中央線 御茶ノ水駅 7階建 築44年,東京都文京区湯島２, ＪＲ中央線/御茶ノ水駅 歩5分 ＪＲ山手線/秋葉原駅 歩12分 東京メトロ半蔵門線/神保町駅 歩20分 , 築44年 7階建 ,             6階,9万円,5000円,9万円,9万円,1DK,30m2
東京メトロ有楽町線 護国寺駅 3階建 築29年,東京都文京区目白台３, 東京メトロ有楽町線/護国寺駅 歩8分 東京メトロ副都心線/雑司が谷駅 歩14分 東京メトロ丸ノ内線/茗荷谷駅 歩18分 , 築29年 3階建 ,             2階,7.8万円,2000円,7.8万円,7.8万円,1K,22m2
東京メトロ有楽町線 護国寺駅 3階建 築29年,東京都文京区目白台３, 東京メトロ有楽町線/護国寺駅 歩8分 東京メトロ副都心線/雑司が谷駅 歩14分 東京メトロ丸ノ内線/茗荷谷駅 歩18分 , 築29年 3階建 ,             2階,7.8万円,2000円,7.8万円,7.8万円,1K,20.5m2
東京メトロ有楽町線 護国寺駅 3階建 築29年,東京都文京区目白台３, 東京メトロ有楽町線/護国寺駅 歩8分 東京メトロ副都心線/雑司が谷駅 歩14分 東京メトロ丸ノ内線/茗荷谷駅 歩18分 , 築29年 3階建 ,             3階,13万円,-,13万円,13万円,2DK,38.77m2
パレステュディオドルチェ本駒込,東京都文京区本駒込４, ＪＲ山手線/田端駅 歩10分 東京メトロ南北線/本駒込駅 歩14分 ＪＲ山手線/駒込駅 歩11分 , 築19年 14階建 ,             2階,6.97万円,9800円,-,6.97万円,1K,21.28m2
パレステュディオドルチェ本駒込,東京都文京区本駒込４, ＪＲ山手線/田端駅 歩10分 東京メトロ南北線/本駒込駅 歩14分 ＪＲ山手線/駒込駅 歩11分 , 築19年 14階建 ,             4階,7.4万円,8000円,-,7.4万円,1K,21.28m2
テラス本郷,東京都文京区本郷５, 都営三田線/春日駅 歩6分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩9分 , 築38年 4階建 ,             4階,7.2万円,-,7.2万円,7.2万円,ワンルーム,19.8m2
テラス本郷,東京都文京区本郷５, 都営三田線/春日駅 歩6分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩9分 , 築38年 4階建 ,             4階,7.2万円,-,7.2万円,7.2万円,1K,17m2
テラス本郷,東京都文京区本郷５, 都営三田線/春日駅 歩6分 都営大江戸線/本郷三丁目駅 歩8分 東京メトロ南北線/東大前駅 歩9分 , 築38年 4階建 ,             3階,8.7万円,-,8.7万円,8.7万円,ワンルーム,24m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,6.5万円,5000円,13万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,6.5万円,5000円,13万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,6.5万円,5000円,13万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,6.5万円,5000円,6.5万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,6.5万円,5000円,6.5万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,6.5万円,5000円,6.5万円,6.5万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,6.9万円,5000円,6.9万円,6.9万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,6.9万円,5000円,13.8万円,6.9万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,6.9万円,5000円,6.9万円,6.9万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,7万円,5000円,7万円,7万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             2階,7万円,5000円,7万円,7万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,7万円,5000円,7万円,7万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,7.2万円,5000円,7.2万円,7.2万円,1K,20m2
アーバンポートアイ,東京都文京区千駄木５, 東京メトロ南北線/本駒込駅 歩7分 東京メトロ千代田線/千駄木駅 歩10分 ＪＲ山手線/西日暮里駅 歩15分 , 築33年 2階建 ,             1階,7.2万円,5000円,7.2万円,7.2万円,1K,20m2
クレヴィア文京湯島,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩4分 ＪＲ山手線/御徒町駅 歩6分 , 築5年 14階建 ,             14階,15.5万円,10000円,15.5万円,15.5万円,1K,28.29m2
クレヴィア文京湯島,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩4分 ＪＲ山手線/御徒町駅 歩6分 , 築5年 14階建 ,             14階,15.5万円,10000円,15.5万円,15.5万円,1K,28.29m2
クレヴィア文京湯島,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩4分 ＪＲ山手線/御徒町駅 歩6分 , 築5年 14階建 ,             9階,20万円,15000円,40万円,10万円,1LDK,40.75m2
クレヴィア文京湯島,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩4分 ＪＲ山手線/御徒町駅 歩6分 , 築5年 14階建 ,             14階,21万円,20000円,21万円,21万円,1LDK,40.75m2
アールヴェール文京白山,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩2分 都営三田線/白山駅 歩4分 東京メトロ南北線/東大前駅 歩8分 , 築25年 地下1地上15階建 ,             2階,10.5万円,-,10.5万円,10.5万円,1K,27.13m2
アールヴェール文京白山,東京都文京区本駒込１, 東京メトロ南北線/本駒込駅 歩2分 都営三田線/白山駅 歩4分 東京メトロ南北線/東大前駅 歩8分 , 築25年 地下1地上15階建 ,             4階,11万円,-,11万円,11万円,1K,27.13m2
ＪＲ山手線 西日暮里駅 2階建 築21年,東京都文京区千駄木４, ＪＲ山手線/西日暮里駅 歩10分 東京メトロ千代田線/千駄木駅 歩10分 東京メトロ南北線/本駒込駅 歩13分 , 築21年 2階建 ,             1階,7.45万円,3000円,-,-,1K,18.42m2
ＪＲ山手線 西日暮里駅 2階建 築21年,東京都文京区千駄木４, ＪＲ山手線/西日暮里駅 歩10分 東京メトロ千代田線/千駄木駅 歩10分 東京メトロ南北線/本駒込駅 歩13分 , 築21年 2階建 ,             2階,7.5万円,4000円,-,-,1K,16.67m2
Glanz小石川,東京都文京区小石川３, 東京メトロ丸ノ内線/後楽園駅 歩12分 都営三田線/春日駅 歩12分 ＪＲ総武線/飯田橋駅 歩19分 , 築9年 3階建 ,             2階,9.1万円,5000円,-,-,1K,26.8m2
湯島永谷マンション,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩2分 ＪＲ山手線/御徒町駅 歩7分 東京メトロ銀座線/上野広小路駅 歩5分 , 築51年 12階建 ,             4階,10.5万円,-,21万円,10.5万円,1DK,36.04m2
湯島永谷マンション,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩2分 ＪＲ山手線/御徒町駅 歩7分 東京メトロ銀座線/上野広小路駅 歩5分 , 築51年 12階建 ,             5階,12万円,-,12万円,-,1LDK,38.11m2
メゾン・メグ,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩5分 東京メトロ千代田線/千駄木駅 歩6分 東京メトロ南北線/東大前駅 歩11分 , 築32年 5階建 ,             2階,7.3万円,-,7.3万円,7.3万円,ワンルーム,25.27m2
メゾン・メグ,東京都文京区根津２, 東京メトロ千代田線/根津駅 歩5分 東京メトロ千代田線/千駄木駅 歩6分 東京メトロ南北線/東大前駅 歩11分 , 築32年 5階建 ,             2階,7.3万円,-,7.3万円,7.3万円,ワンルーム,25.27m2
フロムファーストビル,東京都文京区関口１, 東京メトロ有楽町線/江戸川橋駅 歩3分 東京メトロ東西線/神楽坂駅 歩8分 都営大江戸線/牛込神楽坂駅 歩5分 , 築38年 7階建 ,             4階,9.5万円,5000円,9.5万円,9.5万円,1DK,31.36m2
東京メトロ南北線 後楽園駅 3階建 築39年,東京都文京区小石川２, 東京メトロ南北線/後楽園駅 歩6分 東京メトロ丸ノ内線/後楽園駅 歩6分 都営三田線/春日駅 歩7分 , 築39年 3階建 ,             2階,7.5万円,5000円,7.5万円,-,1K,22.68m2
東京メトロ南北線 本駒込駅 3階建 築5年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩12分 都営三田線/千石駅 歩11分 , 築5年 3階建 ,             1階,8万円,2000円,8万円,8万円,ワンルーム,21.88m2
東京メトロ南北線 本駒込駅 3階建 築5年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩12分 都営三田線/千石駅 歩11分 , 築5年 3階建 ,             1階,8万円,2000円,8万円,8万円,ワンルーム,21.88m2
東京メトロ南北線 本駒込駅 3階建 築5年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩12分 都営三田線/千石駅 歩11分 , 築5年 3階建 ,             1階,8万円,2000円,8万円,8万円,ワンルーム,21.88m2
東京メトロ南北線 本駒込駅 3階建 築5年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩12分 都営三田線/千石駅 歩11分 , 築5年 3階建 ,             1階,9.7万円,2000円,9.7万円,9.7万円,1DK,29.92m2
東京メトロ南北線 本駒込駅 3階建 築5年,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩12分 都営三田線/千石駅 歩11分 , 築5年 3階建 ,             1階,10万円,2000円,10万円,10万円,1DK,29.92m2
エスコート東大前,東京都文京区向丘１, 東京メトロ南北線/本駒込駅 歩2分 都営三田線/白山駅 歩5分 東京メトロ南北線/東大前駅 歩7分 , 築23年 11階建 ,             9階,7.5万円,12000円,-,-,1K,19.94m2
エスコート東大前,東京都文京区向丘１, 東京メトロ南北線/本駒込駅 歩2分 都営三田線/白山駅 歩5分 東京メトロ南北線/東大前駅 歩7分 , 築23年 11階建 ,             5階,9.3万円,10500円,-,9.3万円,1K,19.38m2
エスコート東大前,東京都文京区向丘１, 東京メトロ南北線/本駒込駅 歩2分 都営三田線/白山駅 歩5分 東京メトロ南北線/東大前駅 歩7分 , 築23年 11階建 ,             5階,9.6万円,10500円,-,9.6万円,1K,19.3m2
東京メトロ南北線 東大前駅 11階建 築23年,東京都文京区向丘１, 東京メトロ南北線/東大前駅 歩4分 都営三田線/白山駅 歩7分 東京メトロ千代田線/根津駅 歩18分 , 築23年 11階建 ,             9階,7.5万円,12000円,-,-,1K,19.94m2
東京メトロ南北線 東大前駅 11階建 築23年,東京都文京区向丘１, 東京メトロ南北線/東大前駅 歩4分 都営三田線/白山駅 歩7分 東京メトロ千代田線/根津駅 歩18分 , 築23年 11階建 ,             5階,9.3万円,10500円,-,9.3万円,1K,19.38m2
東京メトロ南北線 東大前駅 11階建 築23年,東京都文京区向丘１, 東京メトロ南北線/東大前駅 歩4分 都営三田線/白山駅 歩7分 東京メトロ千代田線/根津駅 歩18分 , 築23年 11階建 ,             5階,9.6万円,10500円,-,9.6万円,ワンルーム,19.3m2
東京メトロ南北線 本駒込駅 3階建 築34年,東京都文京区向丘２, 東京メトロ南北線/本駒込駅 歩5分 都営三田線/白山駅 歩6分 東京メトロ千代田線/千駄木駅 歩9分 , 築34年 3階建 ,             2階,6.4万円,3000円,6.4万円,-,1K,16.35m2
メゾン・ド・ルタン,東京都文京区向丘２, 東京メトロ南北線/本駒込駅 歩5分 都営三田線/白山駅 歩6分 東京メトロ千代田線/千駄木駅 歩9分 , 築34年 3階建 ,             2階,6.4万円,3000円,6.4万円,-,1K,16.35m2
ヴィレッジ白山,東京都文京区白山１, 都営三田線/白山駅 歩8分 東京メトロ南北線/東大前駅 歩10分 都営大江戸線/春日駅 歩13分 , 築25年 3階建 ,             3階,12.5万円,3000円,12.5万円,12.5万円,1DK,38.5m2
東京メトロ丸ノ内線 後楽園駅 15階建 築20年,東京都文京区小石川４, 東京メトロ丸ノ内線/後楽園駅 歩10分 都営大江戸線/春日駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築20年 15階建 ,             3階,11.5万円,10000円,-,-,1K,30.22m2
東京メトロ丸ノ内線 後楽園駅 15階建 築20年,東京都文京区小石川４, 東京メトロ丸ノ内線/後楽園駅 歩10分 都営大江戸線/春日駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築20年 15階建 ,             6階,11.8万円,10000円,-,-,1K,30.22m2
東京メトロ丸ノ内線 後楽園駅 15階建 築20年,東京都文京区小石川４, 東京メトロ丸ノ内線/後楽園駅 歩10分 都営大江戸線/春日駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築20年 15階建 ,             7階,11.9万円,10000円,-,-,1K,30.22m2
東京メトロ丸ノ内線 後楽園駅 15階建 築20年,東京都文京区小石川４, 東京メトロ丸ノ内線/後楽園駅 歩10分 都営大江戸線/春日駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築20年 15階建 ,             7階,11.9万円,10000円,-,-,1K,30.22m2
東京メトロ丸ノ内線 後楽園駅 15階建 築20年,東京都文京区小石川４, 東京メトロ丸ノ内線/後楽園駅 歩10分 都営大江戸線/春日駅 歩12分 東京メトロ丸ノ内線/茗荷谷駅 歩13分 , 築20年 15階建 ,             11階,12.2万円,10000円,-,-,1K,30.22m2
パレステュディオ御茶ノ水湯島駅前,東京都文京区湯島３, 東京メトロ千代田線/湯島駅 歩1分 東京メトロ銀座線/上野広小路駅 歩5分 ＪＲ山手線/御徒町駅 歩6分 , 築23年 12階建 ,             9階,8万円,9500円,-,8万円,1K,19.92m2
ライオンズマンション本駒込第2,東京都文京区本駒込５, ＪＲ山手線/駒込駅 歩6分 都営三田線/千石駅 歩17分 ＪＲ山手線/田端駅 歩14分 , 築42年 5階建 ,             1階,7.9万円,10000円,7.9万円,7.9万円,1K,29.41m2
目白台フラット,東京都文京区目白台２, 東京メトロ有楽町線/護国寺駅 歩5分 ＪＲ山手線/池袋駅 歩23分 東京メトロ丸ノ内線/茗荷谷駅 歩19分 , 築34年 2階建 ,             1階,6万円,-,-,-,1K,19.56m2
東京メトロ南北線 本駒込駅 4階建 築37年,東京都文京区本駒込５, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩6分 都営三田線/千石駅 歩11分 , 築37年 4階建 ,             1階,6.6万円,3000円,6.6万円,6.6万円,1K,23.94m2
東京メトロ南北線 本駒込駅 4階建 築37年,東京都文京区本駒込５, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩6分 都営三田線/千石駅 歩11分 , 築37年 4階建 ,             3階,6.8万円,3000円,6.8万円,6.8万円,1K,23.94m2
吉祥庵,東京都文京区本駒込３, 東京メトロ南北線/本駒込駅 歩5分 都営三田線/千石駅 歩10分 都営三田線/白山駅 歩10分 , 築35年 3階建 ,             3階,5.4万円,4000円,-,-,1K,17m2
ノーブルハイム,東京都文京区本駒込５, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩6分 都営三田線/千石駅 歩7分 , 築37年 4階建 ,             1階,6.6万円,3000円,6.6万円,6.6万円,1K,23.94m2
ノーブルハイム,東京都文京区本駒込５, 東京メトロ南北線/本駒込駅 歩5分 ＪＲ山手線/駒込駅 歩6分 都営三田線/千石駅 歩7分 , 築37年 4階建 ,             3階,6.8万円,3000円,6.8万円,6.8万円,1K,23.94m2
都営三田線 千石駅 地下1地上14階建 築19年,東京都文京区千石１, 都営三田線/千石駅 歩1分 ＪＲ山手線/巣鴨駅 歩10分 東京メトロ南北線/本駒込駅 歩15分 , 築19年 地下1地上14階建 ,             9階,9万円,-,9万円,9万円,ワンルーム,24.97m2
グラチアトルリ,東京都文京区西片２, 東京メトロ南北線/東大前駅 歩6分 都営三田線/白山駅 歩12分 東京メトロ千代田線/根津駅 歩14分 , 築29年 7階建 ,             3階,7.1万円,7000円,7.1万円,7.1万円,1K,19.49m2
グラチアトルリ,東京都文京区西片２, 東京メトロ南北線/東大前駅 歩6分 都営三田線/白山駅 歩12分 東京メトロ千代田線/根津駅 歩14分 , 築29年 7階建 ,             5階,7.2万円,7000円,7.2万円,7.2万円,1K,19.49m2
東京メトロ丸ノ内線 本郷三丁目駅 9階建 築22年,東京都文京区本郷２, 東京メトロ丸ノ内線/本郷三丁目駅 歩2分 都営三田線/水道橋駅 歩8分 都営大江戸線/春日駅 歩12分 , 築22年 9階建 ,             3階,9.1万円,9000円,9.1万円,18.2万円,ワンルーム,24.7m2
東京メトロ丸ノ内線 本郷三丁目駅 9階建 築22年,東京都文京区本郷２, 東京メトロ丸ノ内線/本郷三丁目駅 歩2分 都営三田線/水道橋駅 歩8分 都営大江戸線/春日駅 歩12分 , 築22年 9階建 ,             5階,10.2万円,9000円,10.2万円,20.4万円,ワンルーム,26.13m2
東京メトロ丸ノ内線 本郷三丁目駅 9階建 築22年,東京都文京区本郷２, 東京メトロ丸ノ内線/本郷三丁目駅 歩2分 都営三田線/水道橋駅 歩8分 都営大江戸線/春日駅 歩12分 , 築22年 9階建 ,             5階,10.2万円,9000円,10.2万円,20.4万円,ワンルーム,26.13m2
東京メトロ丸ノ内線 本郷三丁目駅 9階建 築22年,東京都文京区本郷２, 東京メトロ丸ノ内線/本郷三丁目駅 歩2分 都営三田線/水道橋駅 歩8分 都営大江戸線/春日駅 歩12分 , 築22年 9階建 ,             5階,10.2万円,9000円,10.2万円,20.4万円,ワンルーム,26.13m2
ＪＲ山手線 駒込駅 5階建 築42年,東京都文京区本駒込５, ＪＲ山手線/駒込駅 歩6分 東京メトロ南北線/駒込駅 歩9分 ＪＲ山手線/田端駅 歩14分 , 築42年 5階建 ,             1階,7.9万円,10000円,7.9万円,7.9万円,1DK,29.41m2
ＪＲ山手線 駒込駅 5階建 築42年,東京都文京区本駒込５, ＪＲ山手線/駒込駅 歩6分 東京メトロ南北線/駒込駅 歩9分 ＪＲ山手線/田端駅 歩14分 , 築42年 5階建 ,             1階,7.9万円,10000円,7.9万円,7.9万円,1K,29.41m2
